country_code,country,year,gdp_per_capita,real_gdp_growth,inflation_rate,compulsory_education_years,population_65_plus_pct,fertility_rate,unemployment_rate,government_expenditure_pct_gdp,government_revenue_pct_gdp,gdp_deflator_inflation,current_account_pct_gdp,age_dependency_ratio,gross_capital_formation_pct_gdp,total_reserves_months_imports,savings_pct_gdp,exports_pct_gdp
ZAF,South Africa,2015,6112.27382485974,1.32186223678229,4.51869094892506,9.0,5.36961143105032,2.359,25.149,33.6797787454907,29.6472581887112,5.54552812339873,-4.31028688643788,50.7798142238484,18.6332066638376,4.72421413251301,14.288975935155,27.7136384124829
ZAF,South Africa,2016,5651.20585165749,0.664552307858116,6.60290842394872,9.0,5.47353488678247,2.261,26.536,32.1896608002111,29.0406590015195,6.9521719608848,-2.63361451678797,51.0589576961171,16.9604522948246,5.43700662124582,14.2879088248417,28.1560881698955
ZAF,South Africa,2017,6618.33508255701,1.15794695181735,5.18618655524149,9.0,5.62805566504697,2.283,27.035,33.2518124768773,28.9131558196206,5.47332197481477,-2.37436753188649,51.2667885388625,16.6107340612402,5.22545718092341,14.2437065990572,27.3400757812216
ZAF,South Africa,2018,6914.1780318076,1.55678384721676,4.50987264867388,9.0,5.77660923535215,2.27,26.906,33.9954978254972,28.3643368318902,3.99329508509443,-3.00051939426576,50.6774275844496,16.1705829786619,4.81246249518312,13.2302445569483,27.4970371508423
ZAF,South Africa,2019,6533.71121032856,0.25993557687633,4.10285075461156,9.0,5.94522019077183,2.264,28.468,34.6532754617872,28.8976157499402,4.61352469052481,-2.61999067483039,50.0943393660016,15.8207933783179,5.40690081512174,13.2160151443918,27.2021294051151
ZAF,South Africa,2020,5580.60383075189,-6.1689177146757,3.23238831615113,9.0,6.10948899119405,2.257,29.217,37.8354162011745,27.8138753889078,5.3913943350576,2.00352275153333,49.49614178865,12.3455441478462,7.12354295570035,14.308189735041,27.5759141603963
ZAF,South Africa,2021,6828.75624590017,4.85864865060148,4.61874544887136,9.0,6.23462554910074,2.248,34.007,34.6050550967435,30.0292040850951,6.408442941004,3.77241369345008,48.9162852048925,12.8355522251838,5.56291275582498,16.5656001623914,31.1916105051608
ZAF,South Africa,2022,6534.24867783397,2.05813661692193,7.03987272546482,9.0,6.3616265627803,2.227,33.268,33.4243056296085,29.6635124535114,5.24096669630933,-0.29618259812743,48.5504660443153,15.6721092997041,4.91388463271699,15.3398330255299,33.5394403164272
ZAF,South Africa,2023,6034.27208964673,0.80610455095804,6.0752438457966,9.0,6.51509367622564,2.216,32.098,33.2518124768773,29.8093094943187,4.72230243263523,-1.10356312207881,48.3679344695214,15.3913174995668,5.33074985880919,14.7159503601655,33.2538127556816
ZAF,South Africa,2024,6267.186814093,0.534843531905139,4.36115246518962,9.0,6.69054794339382,2.205,32.279,33.2518124768773,28.885114403328352,3.91692100295103,-0.642799797075048,48.3114173367099,14.0695508769888,5.67102712164409,13.5815040357795,31.7919070646303
ZAF,South Africa,2025,6618.33508255701,1.41382645223793,5.0008533879502,9.0,5.62805566504697,2.27,32.391,33.2518124768773,28.885114403328352,5.3913943350576,-2.37436753188649,50.7798142238484,16.6107340612402,4.91388463271699,14.2879088248417,27.7136384124829
ESP,Spain,2010,30658.7422282912,0.0941223116369514,1.79986457728768,10.0,16.8924601879808,1.37,19.86,31.4678153823301,26.4248545924643,0.292837731273394,-3.57734356702049,46.6577070829496,22.3988413816153,0.804003797725605,18.8360772554486,25.8278133398939
